,genres
17138,"['thriller', 'drama']"
17139,"['thriller', 'drama']"
17140,"['romance', 'drama']"
17141,['action']
17142,['thriller']
17143,"['drama', 'sport', 'action']"
17144,"['romance', 'drama', 'family']"
17145,"['comedy', 'drama', 'romance']"
17146,['thriller']
17147,"['crime', 'drama', 'romance', 'thriller']"
17148,['drama']
17149,"['drama', 'sport', 'romance']"
17150,['drama']
17151,"['comedy', 'documentation']"
17152,"['comedy', 'drama']"
17153,['thriller']
17154,['']
17155,"['thriller', 'drama', 'crime']"
17156,['drama']
17157,"['thriller', 'comedy', 'drama']"
17158,"['drama', 'comedy']"
17159,"['animation', 'comedy', 'family']"
17160,['drama']
17161,"['drama', 'thriller']"
17162,['drama']
17163,"['romance', 'comedy', 'music']"
17164,['drama']
17165,"['romance', 'action', 'drama']"
17166,"['history', 'documentation']"
17167,['thriller']
17168,['']
17169,['drama']
17170,"['thriller', 'action']"
17171,['fantasy']
17172,"['scifi', 'action']"
17173,"['thriller', 'drama']"
17174,['drama']
17175,['drama']
17176,"['thriller', 'action', 'crime', 'drama']"
17177,['animation']
17178,"['drama', 'thriller']"
17179,['drama']
17180,['scifi']
17181,['drama']
17182,['drama']
17183,"['thriller', 'drama']"
17184,"['family', 'action', 'animation', 'european']"
17185,"['action', 'drama', 'music']"
17186,"['romance', 'drama']"
17187,"['drama', 'european']"
17188,"['drama', 'crime']"
17189,['drama']
17190,['drama']
17191,['drama']
17192,['documentation']
17193,['horror']
17194,['drama']
17195,['action']
17196,"['scifi', 'action', 'fantasy']"
17197,['animation']
17198,"['romance', 'drama']"
17199,"['drama', 'comedy', 'romance']"
17200,"['drama', 'romance']"
17201,"['thriller', 'crime', 'drama', 'comedy']"
17202,['thriller']
17203,"['family', 'action']"
17204,"['drama', 'comedy']"
17205,"['comedy', 'documentation']"
17206,['']
17207,"['romance', 'action']"
17208,['thriller']
17209,"['drama', 'romance', 'comedy']"
17210,"['comedy', 'drama']"
17211,['comedy']
17212,['western']
17213,"['thriller', 'drama']"
17214,"['drama', 'romance']"
17215,"['thriller', 'drama']"
17216,"['comedy', 'drama']"
17217,"['comedy', 'drama']"
17218,['action']
17219,"['drama', 'romance']"
17220,['fantasy']
17221,"['drama', 'family']"
17222,['drama']
17223,['']
17224,['comedy']
17225,"['scifi', 'thriller', 'action']"
17226,['drama']
17227,['drama']
17228,['drama']
17229,['']
17230,"['drama', 'war']"
17231,['']
17232,"['action', 'drama', 'comedy']"
17233,['drama']
17234,"['drama', 'romance']"
17235,['comedy']
17236,['documentation']
17237,"['action', 'drama', 'thriller']"
17238,"['drama', 'romance']"
17239,['drama']
17240,['drama']
17241,['documentation']
17242,"['scifi', 'fantasy', 'animation', 'comedy']"
17243,['drama']
17244,"['thriller', 'horror']"
17245,"['comedy', 'drama', 'action']"
17246,"['action', 'thriller']"
17247,['history']
17248,['drama']
17249,"['drama', 'european']"
17250,"['action', 'thriller']"
17251,['drama']
17252,"['drama', 'scifi']"
17253,['drama']
17254,['drama']
17255,"['action', 'drama', 'history', 'war']"
17256,['drama']
17257,"['fantasy', 'romance', 'comedy']"
17258,"['horror', 'comedy']"
17259,"['thriller', 'drama']"
17260,"['crime', 'drama']"
17261,['drama']
17262,"['action', 'crime']"
17263,"['romance', 'action']"
17264,['drama']
17265,['drama']
17266,"['comedy', 'drama']"
17267,"['thriller', 'drama', 'action']"
17268,['']
17269,"['drama', 'family']"
17270,"['action', 'comedy', 'crime', 'drama']"
17271,['drama']
17272,['drama']
17273,"['drama', 'european']"
17274,"['comedy', 'european']"
17275,"['comedy', 'drama']"
17276,['drama']
17277,"['crime', 'drama', 'thriller']"
17278,"['crime', 'drama']"
17279,"['drama', 'crime']"
17280,"['drama', 'family']"
17281,['comedy']
17282,"['drama', 'romance', 'action', 'crime']"
17283,['comedy']
17284,"['drama', 'romance', 'european']"
17285,"['comedy', 'romance']"
17286,"['drama', 'comedy']"
17287,"['comedy', 'drama']"
17288,"['drama', 'thriller', 'crime']"
17289,"['comedy', 'drama']"
17290,"['drama', 'comedy', 'crime']"
17291,"['drama', 'comedy', 'crime']"
17292,"['animation', 'comedy', 'family']"
17293,"['comedy', 'horror']"
17294,"['scifi', 'comedy', 'drama', 'romance']"
17295,"['comedy', 'european']"
17296,"['fantasy', 'romance', 'drama']"
17297,"['scifi', 'action', 'horror', 'comedy', 'fantasy', 'european']"
17298,"['thriller', 'comedy', 'fantasy', 'horror', 'western']"
17299,"['thriller', 'european', 'crime', 'drama', 'romance']"
17300,"['documentation', 'crime', 'drama']"
17301,"['drama', 'comedy', 'romance']"
17302,['comedy']
17303,"['drama', 'comedy', 'european']"
17304,"['action', 'comedy']"
17305,"['drama', 'european']"
17306,"['drama', 'comedy']"
17307,"['thriller', 'drama', 'crime']"
17308,"['drama', 'thriller']"
17309,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']"
17310,"['romance', 'comedy']"
17311,"['crime', 'european', 'drama', 'action', 'comedy']"
17312,"['drama', 'comedy', 'sport']"
17313,"['drama', 'thriller', 'crime', 'european']"
17314,"['drama', 'comedy']"
17315,"['thriller', 'drama', 'romance', 'crime']"
17316,"['comedy', 'drama', 'crime']"
17317,"['drama', 'comedy', 'crime']"
17318,"['comedy', 'documentation']"
17319,"['scifi', 'horror', 'thriller', 'european']"
17320,"['reality', 'drama']"
17321,"['comedy', 'romance', 'drama']"
17322,"['romance', 'drama']"
17323,"['comedy', 'drama', 'music', 'european']"
17324,"['action', 'comedy']"
17325,"['comedy', 'drama', 'european']"
17326,['reality']
17327,"['drama', 'comedy', 'crime']"
17328,"['scifi', 'comedy', 'horror']"
17329,"['drama', 'comedy']"
17330,"['drama', 'european', 'romance']"
17331,"['animation', 'family']"
17332,"['comedy', 'drama', 'romance']"
17333,"['comedy', 'european']"
17334,"['documentation', 'drama', 'action', 'history']"
17335,"['drama', 'crime', 'comedy']"
17336,['drama']
17337,['comedy']
17338,"['comedy', 'animation', 'family', 'european']"
17339,"['action', 'animation', 'comedy', 'family', 'scifi', 'european']"
17340,"['drama', 'crime']"
17341,"['drama', 'comedy', 'sport']"
17342,"['documentation', 'sport']"
17343,"['reality', 'action', 'european']"
17344,"['reality', 'european']"
17345,"['crime', 'comedy', 'drama']"
17346,"['documentation', 'drama', 'comedy']"
17347,"['drama', 'comedy', 'sport', 'documentation']"
17348,"['romance', 'drama', 'music', 'comedy']"
17349,"['drama', 'documentation']"
17350,"['thriller', 'drama', 'comedy', 'crime']"
17351,"['drama', 'european', 'history', 'war']"
17352,"['drama', 'comedy', 'family', 'romance']"
17353,['drama']
17354,"['drama', 'comedy', 'family', 'music', 'romance']"
17355,"['documentation', 'music']"
17356,"['drama', 'family', 'comedy']"
17357,"['drama', 'romance', 'comedy']"
17358,"['drama', 'thriller', 'crime', 'action', 'european']"
17359,"['comedy', 'reality', 'family', 'european']"
17360,['comedy']
17361,"['comedy', 'drama', 'romance']"
17362,"['comedy', 'crime', 'romance']"
17363,['horror']
17364,"['comedy', 'drama', 'family']"
17365,"['documentation', 'history']"
17366,"['action', 'drama', 'scifi']"
17367,"['scifi', 'animation', 'action', 'comedy', 'fantasy']"
17368,"['drama', 'romance']"
17369,"['comedy', 'drama', 'music', 'romance']"
17370,"['scifi', 'thriller', 'action', 'drama']"
17371,"['drama', 'crime']"
17372,"['drama', 'comedy', 'family', 'sport']"
17373,['documentation']
17374,"['drama', 'comedy', 'european']"
17375,['documentation']
17376,"['comedy', 'family', 'scifi', 'animation']"
17377,"['drama', 'action', 'crime', 'history', 'sport', 'comedy']"
17378,"['war', 'history', 'drama']"
17379,"['comedy', 'documentation']"
17380,"['scifi', 'animation', 'family']"
17381,"['comedy', 'drama', 'romance']"
17382,"['horror', 'european']"
17383,['scifi']
17384,['reality']
17385,"['thriller', 'action']"
17386,"['thriller', 'action', 'romance']"
17387,"['thriller', 'crime', 'action', 'european', 'drama']"
17388,"['fantasy', 'comedy', 'family', 'romance', 'animation']"
17389,"['horror', 'thriller', 'scifi', 'crime']"
17390,"['crime', 'thriller', 'european', 'drama']"
17391,"['thriller', 'action', 'crime', 'drama']"
17392,"['romance', 'comedy']"
17393,"['drama', 'european']"
17394,['drama']
17395,"['horror', 'comedy']"
17396,"['animation', 'thriller', 'action', 'family', 'fantasy']"
17397,"['drama', 'action', 'history', 'european', 'comedy', 'war', 'documentation']"
17398,"['comedy', 'crime']"
17399,"['drama', 'action', 'war', 'history']"
17400,"['romance', 'comedy', 'drama', 'music', 'european']"
17401,"['thriller', 'action', 'crime']"
17402,"['comedy', 'family', 'animation', 'european']"
17403,"['animation', 'family', 'comedy']"
17404,['documentation']
17405,"['thriller', 'action', 'scifi', 'sport']"
17406,"['action', 'animation', 'comedy', 'romance']"
17407,"['horror', 'thriller', 'drama']"
17408,"['drama', 'crime']"
17409,"['documentation', 'music']"
17410,"['horror', 'thriller', 'action', 'comedy']"
17411,"['documentation', 'reality', 'european']"
17412,"['documentation', 'history', 'drama']"
17413,"['drama', 'romance', 'comedy']"
17414,"['documentation', 'music']"
17415,"['drama', 'comedy']"
17416,"['animation', 'family']"
17417,['documentation']
17418,"['crime', 'comedy']"
17419,"['thriller', 'horror', 'crime', 'drama']"
17420,"['animation', 'comedy', 'family']"
17421,"['scifi', 'animation', 'comedy', 'family', 'horror']"
17422,"['drama', 'comedy', 'romance']"
17423,"['thriller', 'horror', 'action']"
17424,"['thriller', 'horror']"
17425,"['thriller', 'action', 'drama']"
17426,['drama']
17427,"['thriller', 'european', 'crime', 'drama', 'action']"
17428,"['action', 'drama', 'comedy', 'thriller']"
17429,['comedy']
17430,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']"
17431,"['comedy', 'fantasy']"
17432,"['comedy', 'drama', 'scifi', 'european']"
17433,"['thriller', 'crime', 'drama']"
17434,"['drama', 'music', 'romance']"
17435,"['thriller', 'drama']"
17436,"['romance', 'drama']"
17437,"['action', 'crime', 'drama']"
17438,"['drama', 'thriller', 'crime']"
17439,"['animation', 'action', 'comedy', 'scifi', 'family']"
17440,"['scifi', 'comedy']"
17441,"['drama', 'thriller', 'crime', 'action']"
17442,"['animation', 'comedy']"
17443,"['reality', 'european']"
17444,['drama']
17445,['drama']
17446,"['scifi', 'documentation', 'history']"
17447,"['thriller', 'crime']"
17448,"['romance', 'drama']"
17449,"['drama', 'history', 'war', 'action']"
17450,['drama']
17451,['reality']
17452,"['scifi', 'action', 'comedy']"
17453,"['scifi', 'comedy', 'family', 'fantasy']"
17454,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']"
17455,"['romance', 'comedy', 'drama']"
17456,['documentation']
17457,"['drama', 'comedy', 'european', 'music']"
17458,"['documentation', 'crime', 'drama', 'horror']"
17459,"['documentation', 'family']"
17460,"['drama', 'war']"
17461,"['drama', 'action', 'crime', 'european']"
17462,"['comedy', 'drama', 'european']"
17463,['comedy']
17464,"['horror', 'thriller', 'drama', 'european']"
17465,['reality']
17466,"['thriller', 'animation', 'horror']"
17467,"['comedy', 'drama', 'european']"
17468,"['drama', 'history', 'european']"
17469,"['drama', 'crime']"
17470,"['scifi', 'animation', 'family', 'fantasy']"
17471,['drama']
17472,"['drama', 'thriller', 'horror']"
17473,"['animation', 'action', 'comedy', 'family', 'scifi']"
17474,"['animation', 'scifi', 'comedy', 'action', 'family', 'romance']"
17475,"['animation', 'family']"
17476,"['animation', 'family', 'european']"
17477,['documentation']
17478,"['comedy', 'romance']"
17479,"['fantasy', 'thriller', 'action', 'drama', 'scifi']"
17480,"['animation', 'european']"
17481,"['scifi', 'fantasy', 'animation', 'action']"
17482,['horror']
17483,"['drama', 'romance']"
17484,"['war', 'documentation', 'drama', 'history']"
17485,['documentation']
17486,['drama']
17487,['family']
17488,"['documentation', 'sport']"
17489,"['action', 'drama', 'romance', 'animation', 'comedy']"
17490,"['drama', 'war']"
17491,"['western', 'thriller']"
17492,"['romance', 'comedy', 'drama']"
17493,"['drama', 'european']"
17494,"['animation', 'comedy', 'family']"
17495,"['comedy', 'romance']"
17496,"['crime', 'drama', 'history']"
17497,"['comedy', 'european', 'music', 'romance', 'thriller', 'crime']"
17498,"['animation', 'reality', 'comedy', 'family']"
17499,"['drama', 'romance', 'comedy']"
17500,"['horror', 'thriller', 'documentation', 'european']"
17501,"['action', 'drama', 'horror', 'scifi', 'thriller']"
17502,"['action', 'drama', 'war', 'european']"
17503,"['romance', 'comedy', 'drama', 'european']"
17504,['documentation']
17505,"['drama', 'romance']"
17506,"['comedy', 'crime', 'drama', 'romance']"
17507,"['comedy', 'drama']"
17508,['documentation']
17509,"['action', 'drama', 'sport']"
17510,"['thriller', 'crime']"
17511,"['horror', 'action', 'comedy', 'scifi', 'thriller']"
17512,['drama']
17513,"['comedy', 'drama']"
17514,"['comedy', 'romance', 'crime']"
17515,"['western', 'documentation']"
17516,"['reality', 'documentation']"
17517,"['documentation', 'history', 'european', 'war']"
17518,"['animation', 'romance', 'comedy', 'family']"
17519,"['thriller', 'drama']"
17520,"['drama', 'european', 'comedy']"
17521,"['crime', 'european', 'drama', 'thriller']"
17522,"['documentation', 'music']"
17523,"['animation', 'comedy', 'drama', 'romance']"
17524,"['drama', 'european']"
17525,"['scifi', 'comedy', 'horror', 'crime', 'romance', 'thriller', 'action', 'family']"
17526,"['drama', 'romance']"
17527,"['thriller', 'crime', 'action']"
17528,"['thriller', 'drama', 'scifi']"
17529,"['thriller', 'horror']"
17530,"['comedy', 'drama']"
17531,"['comedy', 'history', 'war', 'documentation']"
17532,"['thriller', 'documentation', 'drama']"
17533,['documentation']
17534,"['drama', 'crime', 'romance']"
17535,"['animation', 'comedy', 'family']"
17536,"['drama', 'comedy', 'crime']"
17537,"['scifi', 'fantasy', 'animation', 'family']"
17538,"['crime', 'drama', 'action']"
17539,"['thriller', 'european', 'romance']"
17540,"['comedy', 'documentation']"
17541,['family']
17542,"['action', 'thriller', 'scifi', 'drama']"
17543,"['action', 'thriller']"
17544,['drama']
17545,"['drama', 'comedy', 'european']"
17546,['']
17547,"['animation', 'comedy', 'family', 'fantasy']"
17548,"['drama', 'thriller', 'action', 'crime']"
17549,"['comedy', 'documentation']"
17550,"['horror', 'music', 'comedy']"
17551,"['thriller', 'drama', 'crime', 'romance']"
17552,['drama']
17553,['drama']
17554,['']
17555,"['drama', 'comedy']"
17556,"['documentation', 'music']"
17557,['action']
17558,"['drama', 'war']"
17559,"['comedy', 'european', 'romance']"
17560,"['scifi', 'comedy', 'fantasy', 'horror', 'thriller', 'action']"
17561,['drama']
17562,"['thriller', 'drama', 'action', 'crime']"
17563,"['fantasy', 'horror', 'action', 'european']"
17564,"['comedy', 'thriller', 'drama', 'horror']"
17565,"['history', 'war', 'documentation']"
17566,"['reality', 'romance', 'comedy']"
17567,"['romance', 'fantasy', 'comedy', 'drama', 'music']"
17568,['documentation']
17569,"['romance', 'comedy', 'drama']"
17570,['comedy']
17571,"['drama', 'war', 'european']"
17572,"['drama', 'comedy', 'thriller']"
17573,['drama']
17574,"['drama', 'european']"
17575,"['comedy', 'animation', 'family', 'fantasy']"
17576,"['drama', 'comedy', 'european']"
17577,"['comedy', 'drama', 'family']"
17578,"['romance', 'european', 'drama']"
17579,['drama']
17580,['']
17581,"['romance', 'drama', 'music']"
17582,['comedy']
17583,"['romance', 'comedy', 'drama']"
17584,"['romance', 'history', 'war', 'drama', 'european']"
17585,"['thriller', 'comedy', 'horror']"
17586,"['drama', 'romance']"
17587,['reality']
17588,['drama']
17589,"['drama', 'war', 'documentation', 'history']"
17590,['documentation']
17591,"['drama', 'comedy', 'crime', 'romance']"
17592,"['drama', 'romance', 'comedy']"
17593,['comedy']
17594,"['documentation', 'history', 'european']"
17595,"['drama', 'comedy', 'european']"
17596,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action']"
17597,"['animation', 'family', 'sport']"
17598,"['documentation', 'crime']"
17599,"['thriller', 'drama', 'romance', 'crime']"
17600,"['drama', 'thriller', 'action', 'crime']"
17601,"['drama', 'romance', 'comedy', 'music']"
17602,['documentation']
17603,"['romance', 'drama']"
17604,"['fantasy', 'comedy']"
17605,"['comedy', 'documentation']"
17606,['drama']
17607,"['drama', 'documentation']"
17608,"['comedy', 'fantasy', 'scifi', 'family', 'european']"
17609,"['drama', 'family', 'sport']"
17610,"['scifi', 'action']"
17611,"['thriller', 'crime', 'romance']"
17612,['horror']
17613,"['drama', 'family']"
17614,['comedy']
17615,"['drama', 'history']"
17616,"['horror', 'scifi', 'thriller']"
17617,"['drama', 'family', 'comedy', 'european']"
17618,['thriller']
17619,"['drama', 'romance', 'family']"
17620,"['animation', 'drama', 'romance', 'comedy']"
17621,"['thriller', 'horror', 'scifi']"
17622,"['drama', 'comedy', 'thriller', 'crime', 'european']"
17623,['comedy']
17624,"['horror', 'thriller', 'scifi']"
17625,"['comedy', 'drama', 'thriller']"
17626,"['fantasy', 'romance', 'animation', 'action', 'family', 'scifi', 'horror']"
17627,['documentation']
17628,"['scifi', 'thriller', 'action', 'fantasy', 'horror']"
17629,['comedy']
17630,"['drama', 'thriller']"
17631,"['drama', 'music', 'romance']"
17632,['drama']
17633,['documentation']
17634,"['scifi', 'comedy', 'family', 'action', 'animation', 'thriller', 'fantasy']"
17635,['animation']
17636,['drama']
17637,"['reality', 'documentation']"
17638,['drama']
17639,"['romance', 'comedy']"
17640,"['documentation', 'reality']"
17641,"['drama', 'history', 'war']"
17642,"['scifi', 'family', 'fantasy', 'comedy', 'drama']"
17643,"['horror', 'thriller']"
17644,"['drama', 'comedy', 'family', 'romance', 'sport']"
17645,"['drama', 'sport']"
17646,"['scifi', 'thriller']"
17647,['comedy']
17648,"['romance', 'documentation', 'family']"
17649,['documentation']
17650,['documentation']
17651,"['drama', 'thriller', 'european']"
17652,"['drama', 'thriller', 'crime', 'documentation']"
17653,['comedy']
17654,['drama']
17655,"['thriller', 'comedy', 'drama']"
17656,"['scifi', 'documentation']"
17657,"['scifi', 'european', 'documentation']"
17658,"['animation', 'family', 'comedy']"
17659,"['comedy', 'action', 'scifi']"
17660,"['comedy', 'drama']"
17661,"['drama', 'comedy']"
17662,['horror']
17663,['drama']
17664,"['drama', 'family', 'history']"
17665,['drama']
17666,['documentation']
17667,"['family', 'animation']"
17668,"['comedy', 'european']"
17669,"['comedy', 'fantasy', 'animation', 'family', 'european']"
17670,"['crime', 'drama']"
17671,['comedy']
17672,"['thriller', 'drama']"
17673,['documentation']
17674,"['comedy', 'drama', 'thriller']"
17675,"['horror', 'thriller']"
17676,"['fantasy', 'comedy', 'drama', 'romance']"
17677,"['horror', 'european']"
17678,['horror']
17679,['horror']
17680,"['comedy', 'animation']"
17681,"['family', 'european']"
17682,"['romance', 'drama']"
17683,"['thriller', 'animation', 'drama', 'scifi']"
17684,['documentation']
17685,"['comedy', 'action', 'drama', 'european', 'horror', 'fantasy']"
17686,"['drama', 'romance', 'european']"
17687,['drama']
17688,"['action', 'comedy']"
17689,"['drama', 'horror']"
17690,['drama']
17691,"['animation', 'comedy', 'european']"
17692,['drama']
17693,"['thriller', 'drama', 'crime']"
17694,['drama']
17695,['drama']
17696,"['drama', 'romance']"
17697,"['drama', 'romance', 'thriller']"
17698,"['animation', 'comedy']"
17699,"['horror', 'thriller']"
17700,['documentation']
17701,"['drama', 'comedy', 'music']"
17702,"['romance', 'drama']"
17703,"['fantasy', 'european', 'family']"
17704,"['drama', 'comedy', 'sport']"
17705,"['comedy', 'drama', 'fantasy', 'horror', 'action']"
17706,"['animation', 'drama', 'family']"
17707,"['drama', 'western', 'history']"
17708,"['thriller', 'drama']"
17709,['comedy']
17710,['music']
17711,"['horror', 'comedy', 'scifi', 'thriller', 'action']"
17712,"['drama', 'comedy']"
17713,"['scifi', 'horror', 'thriller', 'action']"
17714,"['scifi', 'horror', 'thriller', 'action']"
17715,['documentation']
17716,['family']
17717,"['drama', 'thriller', 'european']"
17718,"['romance', 'drama']"
17719,"['comedy', 'drama', 'romance']"
17720,"['comedy', 'romance']"
17721,"['horror', 'scifi', 'thriller', 'action', 'comedy']"
17722,"['thriller', 'action', 'crime']"
17723,"['comedy', 'family', 'action', 'crime']"
17724,"['drama', 'war']"
17725,['comedy']
17726,['scifi']
17727,['comedy']
17728,['thriller']
17729,"['horror', 'thriller', 'action', 'comedy']"
17730,"['thriller', 'horror']"
17731,['drama']
17732,"['drama', 'action', 'comedy']"
17733,"['reality', 'animation', 'family']"
17734,['horror']
17735,['drama']
17736,"['thriller', 'action', 'crime', 'drama']"
17737,"['drama', 'european', 'romance']"
17738,"['comedy', 'romance', 'crime', 'drama']"
17739,"['drama', 'european', 'thriller']"
17740,"['drama', 'horror', 'war', 'action']"
17741,"['action', 'thriller', 'drama', 'crime']"
17742,"['animation', 'comedy', 'family']"
17743,"['comedy', 'drama', 'european', 'romance']"
17744,"['drama', 'crime']"
17745,"['music', 'drama', 'romance']"
17746,"['documentation', 'european', 'history']"
17747,"['drama', 'war', 'documentation', 'history']"
17748,"['comedy', 'drama', 'romance', 'family']"
17749,"['comedy', 'drama', 'crime']"
17750,"['fantasy', 'scifi', 'drama']"
17751,"['drama', 'romance', 'comedy']"
17752,"['drama', 'romance', 'comedy']"
17753,"['drama', 'thriller', 'crime']"
17754,"['drama', 'thriller', 'comedy']"
17755,['family']
17756,['drama']
17757,['documentation']
17758,"['drama', 'romance']"
17759,"['action', 'crime', 'drama', 'family', 'documentation', 'comedy']"
17760,"['drama', 'documentation', 'european']"
17761,"['action', 'thriller']"
17762,"['horror', 'scifi', 'thriller', 'action', 'comedy', 'european']"
17763,['drama']
17764,"['drama', 'comedy']"
17765,['thriller']
17766,['drama']
17767,"['thriller', 'drama', 'european']"
17768,['drama']
17769,"['drama', 'european']"
17770,"['action', 'documentation']"
17771,"['comedy', 'drama', 'romance']"
17772,"['romance', 'action', 'comedy', 'drama']"
17773,['comedy']
17774,"['drama', 'european', 'sport', 'romance']"
17775,"['thriller', 'action']"
17776,['']
17777,"['war', 'history', 'european', 'drama']"
17778,"['thriller', 'fantasy', 'scifi', 'action']"
17779,"['scifi', 'horror', 'action', 'comedy', 'drama', 'thriller']"
17780,"['thriller', 'documentation']"
17781,['reality']
17782,"['crime', 'european']"
17783,"['horror', 'comedy', 'scifi']"
17784,"['drama', 'family']"
17785,['documentation']
17786,"['scifi', 'horror']"
17787,"['documentation', 'reality']"
17788,"['drama', 'crime']"
17789,"['thriller', 'european']"
17790,"['fantasy', 'horror', 'drama', 'family', 'comedy', 'thriller', 'european']"
17791,['comedy']
17792,['documentation']
17793,"['romance', 'comedy']"
17794,"['drama', 'comedy', 'romance']"
17795,"['romance', 'comedy', 'drama']"
17796,"['drama', 'romance', 'action', 'thriller']"
17797,"['comedy', 'european', 'drama']"
17798,['documentation']
17799,"['thriller', 'horror', 'scifi', 'action']"
17800,"['drama', 'thriller']"
17801,['thriller']
17802,"['horror', 'thriller', 'drama']"
17803,['drama']
17804,['horror']
17805,"['thriller', 'crime']"
17806,"['horror', 'drama', 'thriller', 'european']"
17807,"['thriller', 'drama', 'scifi', 'sport', 'western', 'action']"
17808,"['thriller', 'crime']"
17809,"['horror', 'thriller']"
17810,['drama']
17811,"['horror', 'scifi', 'action']"
17812,"['horror', 'thriller']"
17813,"['action', 'european']"
17814,"['scifi', 'comedy']"
17815,"['drama', 'thriller', 'war', 'action']"
17816,"['comedy', 'documentation']"
17817,['scifi']
17818,"['animation', 'comedy']"
17819,"['comedy', 'drama']"
17820,['action']
17821,"['comedy', 'romance']"
17822,"['thriller', 'drama']"
17823,['horror']
17824,"['scifi', 'action', 'horror', 'european']"
17825,"['animation', 'comedy', 'family']"
17826,"['drama', 'thriller', 'european']"
17827,"['comedy', 'drama', 'european']"
17828,"['thriller', 'drama', 'documentation']"
17829,"['drama', 'romance', 'european']"
17830,"['animation', 'family', 'european']"
17831,"['drama', 'family', 'european']"
17832,"['documentation', 'music']"
17833,"['drama', 'thriller']"
17834,"['romance', 'comedy']"
17835,"['animation', 'action', 'family', 'drama']"
17836,"['drama', 'romance']"
17837,['documentation']
17838,"['thriller', 'crime']"
17839,"['drama', 'comedy']"
17840,"['drama', 'crime']"
17841,"['drama', 'comedy', 'romance']"
17842,['documentation']
17843,['comedy']
17844,"['horror', 'thriller']"
17845,"['comedy', 'drama', 'romance']"
17846,"['comedy', 'documentation']"
17847,"['romance', 'documentation', 'comedy']"
17848,"['comedy', 'drama', 'romance']"
17849,['reality']
17850,"['thriller', 'comedy', 'drama']"
17851,"['comedy', 'drama']"
17852,['documentation']
17853,"['romance', 'comedy', 'drama', 'family', 'sport']"
17854,"['drama', 'action']"
17855,"['animation', 'family']"
17856,['comedy']
17857,"['crime', 'action']"
17858,"['thriller', 'european', 'crime']"
17859,['documentation']
17860,"['documentation', 'crime']"
17861,"['horror', 'scifi', 'action']"
17862,['']
17863,"['drama', 'horror']"
17864,"['drama', 'comedy', 'romance']"
17865,['drama']
17866,"['romance', 'drama', 'european']"
17867,['documentation']
17868,['drama']
17869,"['drama', 'music', 'romance', 'family']"
17870,"['scifi', 'crime', 'family', 'animation', 'action', 'comedy']"
17871,"['animation', 'comedy', 'family']"
17872,"['drama', 'romance']"
17873,"['drama', 'comedy']"
17874,"['drama', 'romance', 'family']"
17875,"['comedy', 'drama', 'european']"
17876,"['thriller', 'action', 'drama', 'history', 'war']"
17877,['comedy']
17878,['reality']
17879,"['drama', 'family']"
17880,"['family', 'comedy', 'drama', 'romance']"
17881,"['music', 'documentation']"
17882,"['comedy', 'romance']"
17883,"['family', 'drama']"
17884,['drama']
17885,['documentation']
17886,['drama']
17887,"['documentation', 'music']"
17888,"['music', 'documentation', 'history']"
17889,"['comedy', 'documentation']"
17890,"['drama', 'action', 'crime']"
17891,"['horror', 'scifi', 'comedy', 'thriller', 'action']"
17892,"['comedy', 'drama', 'scifi', 'crime']"
17893,"['drama', 'romance']"
17894,"['family', 'fantasy', 'romance', 'comedy']"
17895,"['horror', 'thriller', 'drama']"
17896,['comedy']
17897,['comedy']
17898,"['drama', 'family', 'music', 'comedy']"
17899,['drama']
17900,"['thriller', 'drama', 'european']"
17901,"['thriller', 'action', 'crime', 'drama']"
17902,"['drama', 'family']"
17903,"['fantasy', 'horror', 'action']"
17904,['drama']
17905,"['scifi', 'thriller']"
17906,"['comedy', 'european']"
17907,"['romance', 'drama', 'comedy']"
17908,"['family', 'animation']"
17909,"['scifi', 'drama', 'horror', 'thriller']"
17910,"['thriller', 'drama', 'crime']"
17911,['thriller']
17912,['documentation']
17913,"['comedy', 'drama']"
17914,"['drama', 'action', 'comedy']"
17915,"['fantasy', 'thriller', 'action', 'horror', 'scifi']"
17916,"['thriller', 'drama']"
17917,"['drama', 'comedy', 'music']"
17918,['thriller']
17919,['drama']
17920,"['thriller', 'drama']"
17921,"['crime', 'thriller', 'drama']"
17922,"['romance', 'comedy', 'family']"
17923,"['thriller', 'action']"
17924,['scifi']
17925,"['drama', 'crime', 'thriller']"
17926,"['comedy', 'romance', 'drama']"
17927,['documentation']
17928,"['drama', 'thriller', 'crime', 'history']"
17929,['documentation']
17930,"['drama', 'comedy', 'european']"
17931,"['documentation', 'crime']"
17932,"['thriller', 'drama', 'horror']"
17933,"['crime', 'thriller']"
17934,"['drama', 'thriller', 'comedy']"
17935,['comedy']
17936,['comedy']
17937,"['scifi', 'family', 'animation']"
17938,['thriller']
17939,"['comedy', 'family', 'scifi', 'animation']"
17940,"['drama', 'family']"
17941,"['romance', 'thriller', 'crime', 'family']"
17942,"['comedy', 'family', 'music']"
17943,['documentation']
17944,"['drama', 'european']"
17945,['drama']
17946,"['comedy', 'drama']"
17947,['action']
17948,"['scifi', 'horror', 'thriller', 'action']"
17949,"['action', 'comedy', 'european']"
